,Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Potential Non-Normed Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
55554,SEASON,FALL,YES,152.0,29.0,0.191,0,0.0379,3.0,2.0,0.0491,5.0,14.0,6.0,0.17,105.0,4.58,P,N,1.33,3.41,0.17,1.07,17,12,0.339,147,3.86,P,V,1.41,3.27,0.65,2.87,missing,missing
55555,SEASON,FOUR,YES,152.0,4.0,0.026,0,0.0,0.0,2.0,0.0,0.0,14.0,11.0,0.849,105.0,4.58,P,N,1.33,3.41,0.17,1.07,15,10,0.743,359,3.57,,N,missing,missing,missing,missing,missing,missing
55556,SEASON,GREETING,NO,152.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.875,105.0,4.58,P,N,1.33,3.41,0.17,1.07,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
55557,SEASON,SALT,YES,152.0,2.0,0.013,0,0.0,0.0,2.0,0.0,0.0,14.0,11.0,0.862,105.0,4.58,P,N,1.33,3.41,0.17,1.07,7,7,0.899,46,5.69,,N,1.14,1.57,0.71,1.96,missing,missing
55558,SEASON,SPRING,YES,152.0,13.0,0.086,0.042,0.0848,4.0,2.0,0.0903,3.0,14.0,7.0,0.183,105.0,4.58,P,N,1.33,3.41,0.17,1.07,14,10,0.322,127,5.12,N,V,1.71,3.09,0.43,1.54,4,0.54
55559,SEASON,SUMMER,YES,152.0,32.0,0.211,0,0.0888,4.0,2.0,0.0759,3.0,14.0,7.0,0.183,105.0,4.58,P,N,1.33,3.41,0.17,1.07,10,7,0.424,134,4.68,,N,2,2.58,0.4,1.65,missing,missing
55560,SEASON,TICKETS,NO,152.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,14.0,12.0,0.875,105.0,4.58,P,N,1.33,3.41,0.17,1.07,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
55561,SEASON,TIME,YES,152.0,4.0,0.026,0,0.0,0.0,2.0,0.0,0.0,14.0,11.0,0.849,105.0,4.58,P,N,1.33,3.41,0.17,1.07,14,14,0.848,1599,3.79,,N,0.71,1.96,0.64,2.66,missing,missing
55562,SEASON,WEATHER,YES,152.0,2.0,0.013,0,0.0025,1.0,2.0,0.0,0.0,14.0,10.0,0.671,105.0,4.58,P,N,1.33,3.41,0.17,1.07,13,13,0.835,69,4.28,,N,2.46,5.1,0.46,1.49,missing,missing
55563,SEASON,WINTER,YES,152.0,26.0,0.171,0,0.102,3.0,2.0,0.0822,2.0,14.0,8.0,0.216,105.0,4.58,P,N,1.33,3.41,0.17,1.07,4,2,0.479,83,5.83,,N,1,1.41,1,1.47,missing,missing
55705,SECURE,ALARM,YES,132.0,4.0,0.03,0,0.0,0.0,0.0,0.0,0.0,19.0,18.0,0.725,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,12,12,0.847,16,4.86,,N,1,2.99,0.33,1.16,missing,missing
55706,SECURE,BANK,YES,132.0,2.0,0.015,0,0.0049,1.0,0.0,0.0,0.0,19.0,17.0,0.505,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,6,6,0.925,83,5.69,N,N,0.67,1.95,1,2.58,missing,missing
55707,SECURE,CLOSE,YES,132.0,2.0,0.015,0,0.0066,5.0,0.0,0.0,0.0,19.0,13.0,0.506,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,9,9,0.856,234,3.24,,AJ,0.78,2.38,0.67,2.7,missing,missing
55708,SECURE,COMFORTABLE,YES,132.0,2.0,0.015,0,0.0003,1.0,0.0,0.001,2.0,19.0,16.0,0.695,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,23,19,0.754,37,missing,,AJ,2.1,4.74,0.29,1.47,missing,missing
55709,SECURE,FAMILY,YES,132.0,2.0,0.015,0,0.0027,2.0,0.0,0.0036,3.0,19.0,15.0,0.665,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,25,22,0.74,331,5.85,,N,2.36,5.5,0.48,1.53,missing,missing
55710,SECURE,FASTEN,YES,132.0,3.0,0.023,0.071,0.0,0.0,0.0,0.0101,5.0,19.0,13.0,0.506,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,17,10,0.564,4,3.44,,V,1.69,2.78,0.19,1.04,0,0
55711,SECURE,HOLD,YES,132.0,7.0,0.053,0,0.0037,2.0,0.0,0.0054,3.0,19.0,14.0,0.604,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,17,13,0.488,169,4.08,W,V,1.69,1.85,0.63,2.35,missing,missing
55712,SECURE,HOME,YES,132.0,4.0,0.03,0,0.0394,4.0,0.0,0.0109,2.0,19.0,14.0,0.43,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,15,13,0.375,547,6.25,,N,1.47,2.12,0.4,1.9,missing,missing
55713,SECURE,HOUSE,YES,132.0,4.0,0.03,0,0.0101,2.0,0.0,0.0179,2.0,19.0,16.0,0.68,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,13,11,0.229,591,6.21,,N,1,1.54,0.85,2.68,missing,missing
55714,SECURE,INSECURE,YES,132.0,2.0,0.015,0.161,0.0,0.0,0.0,0.0053,3.0,19.0,15.0,0.475,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,19,11,0.456,3,missing,,ADJ,2.4,3.52,0.13,1.05,0,0
55715,SECURE,KEEP,YES,132.0,2.0,0.015,0,0.0063,3.0,0.0,0.0115,1.0,19.0,15.0,0.528,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,17,15,0.609,264,3.3,,V,1.56,3.35,0.5,1.8,missing,missing
55716,SECURE,LOCK,YES,132.0,13.0,0.098,0.039,0.0107,2.0,0.0,0.0058,3.0,19.0,14.0,0.369,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,14,9,0.739,23,5.02,N,N,2.08,4.17,0.46,1.65,2,0.069
55717,SECURE,POLICE,YES,132.0,2.0,0.015,0,0.0015,2.0,0.0,0.001,1.0,19.0,16.0,0.664,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,19,17,0.725,155,6.69,,N,0.89,1.57,0.72,2.9,missing,missing
55718,SECURE,PROTECT,YES,132.0,8.0,0.061,0.037,0.0052,2.0,0.0,0.0006,2.0,19.0,15.0,0.429,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,22,16,0.598,34,2.95,,V,1.68,2.44,0.26,1.47,2,0.037
55719,SECURE,SAFE,YES,132.0,31.0,0.235,0.149,0.0025,2.0,0.0,0.0086,5.0,19.0,12.0,0.286,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,21,14,0.458,58,3.72,G,AJ,1.4,3.03,0.3,1.59,2,0.042
55720,SECURE,STABLE,YES,132.0,2.0,0.015,0.027,0.0002,1.0,0.0,0.0003,1.0,19.0,17.0,0.725,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,13,7,0.536,30,5.13,N,AJ,missing,missing,missing,missing,missing,missing
55721,SECURE,SURE,YES,132.0,2.0,0.015,0,0.0037,2.0,0.0,0.0,0.0,19.0,16.0,0.49,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,13,12,0.788,264,2.77,,AJ,1.42,2.43,0.5,1.8,missing,missing
55722,SECURE,TIE,YES,132.0,2.0,0.015,0,0.0007,1.0,0.0,0.0,0.0,19.0,17.0,0.717,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,17,14,0.683,23,5.55,N,V,1.14,2.19,0.64,1.91,missing,missing
55723,SECURE,TIGHT,YES,132.0,6.0,0.045,0,0.0073,2.0,0.0,0.0003,1.0,19.0,15.0,0.619,30.0,2.4,G,AJ,1.79,2.92,0.32,1.49,13,11,0.786,28,4.21,,AJ,0.92,1.69,0.58,1.92,missing,missing
56030,SEPARATE,ALONE,YES,144.0,2.0,0.014,0,0.0052,2.0,1.0,0.0127,1.0,10.0,6.0,0.55,79.0,3.38,,V,1.33,1.93,0.78,1.65,19,15,0.596,195,3.81,,AJ,1.44,2.01,0.63,2.53,missing,missing
56031,SEPARATE,APART,YES,144.0,23.0,0.16,0.168,0.024,2.0,1.0,0.0368,2.0,10.0,5.0,0.515,79.0,3.38,,V,1.33,1.93,0.78,1.65,8,5,0.245,57,3,,AD,2.62,3.77,0.25,1.42,2,0.278
56032,SEPARATE,DEPART,YES,144.0,2.0,0.014,0.027,0.0,0.0,1.0,0.0,0.0,10.0,8.0,0.8,79.0,3.38,,V,1.33,1.93,0.78,1.65,10,9,0.864,7,missing,,V,2.1,2.48,0.2,1.2,0,0
56033,SEPARATE,DIVIDE,YES,144.0,55.0,0.382,0.103,0.0006,1.0,1.0,0.0038,1.0,10.0,6.0,0.355,79.0,3.38,,V,1.33,1.93,0.78,1.65,15,11,0.604,14,3.36,,V,1.69,3.06,0.31,1.87,1,0.014
56034,SEPARATE,DIVORCE,YES,144.0,8.0,0.056,0.284,0.0005,1.0,1.0,0.0019,1.0,10.0,7.0,0.723,79.0,3.38,,V,1.33,1.93,0.78,1.65,11,7,0.485,29,4.23,,N,0.56,1.16,0.44,1.28,1,0.013
56035,SEPARATE,PART,YES,144.0,6.0,0.042,0.02,0.0,0.0,1.0,0.006,2.0,10.0,6.0,0.355,79.0,3.38,,V,1.33,1.93,0.78,1.65,17,12,0.807,500,3.05,G,N,2.07,4.13,0.47,2.15,0,0
56036,SEPARATE,REMOVE,YES,144.0,3.0,0.021,0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,0.793,79.0,3.38,,V,1.33,1.93,0.78,1.65,16,14,0.712,58,missing,,V,0.93,1.3,0.14,1.07,missing,missing
56037,SEPARATE,SORT,NO,144.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.814,79.0,3.38,,V,1.33,1.93,0.78,1.65,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
56038,SEPARATE,SPLIT,YES,144.0,5.0,0.035,0.039,0.0459,3.0,1.0,0.0073,3.0,10.0,3.0,0.049,79.0,3.38,,V,1.33,1.93,0.78,1.65,28,21,0.664,30,missing,,V,0.88,2.82,0.16,1.21,3,0.184
56039,SEPARATE,TOGETHER,YES,144.0,13.0,0.09,0.014,0.0683,3.0,1.0,0.0417,2.0,10.0,5.0,0.515,79.0,3.38,,V,1.33,1.93,0.78,1.65,19,16,0.505,267,2.88,G,AD,1.84,4.1,0.58,2.23,3,0.586
56968,SHOWER,BATH,YES,184.0,20.0,0.109,0.333,0.001,2.0,0.0,0.0597,4.0,17.0,12.0,0.413,15.0,5.88,N,N,1.76,3.65,0.24,1.41,10,5,0.193,26,5.9,,N,2.6,2.77,0.6,1.81,2,0.036
56969,SHOWER,CAP,YES,184.0,23.0,0.125,0,0.0,0.0,0.0,0.0011,1.0,17.0,15.0,0.767,15.0,5.88,N,N,1.76,3.65,0.24,1.41,6,5,0.828,27,6.77,N,N,0.67,1.37,0.5,1.15,missing,missing
56970,SHOWER,CLEAN,YES,184.0,34.0,0.185,0,0.0411,4.0,0.0,0.0,0.0,17.0,12.0,0.533,15.0,5.88,N,N,1.76,3.65,0.24,1.41,13,12,0.861,70,3.82,,AJ,1.83,2.39,0.67,2.92,missing,missing
56971,SHOWER,COLD,YES,184.0,5.0,0.027,0,0.0181,3.0,0.0,0.0036,3.0,17.0,13.0,0.664,15.0,5.88,N,N,1.76,3.65,0.24,1.41,19,15,0.784,171,4.67,P,AJ,1.72,3.81,0.89,4.74,missing,missing
56972,SHOWER,CURTAIN,YES,184.0,14.0,0.076,0.031,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.827,15.0,5.88,N,N,1.76,3.65,0.24,1.41,12,11,0.884,13,6.82,,N,0.92,1.57,0.33,1.18,0,0
56973,SHOWER,HAIR,YES,184.0,2.0,0.011,0,0.0037,2.0,0.0,0.0007,2.0,17.0,13.0,0.854,15.0,5.88,N,N,1.76,3.65,0.24,1.41,19,16,0.751,148,5.7,,N,0.72,2.76,0.72,3.34,missing,missing
56974,SHOWER,HEAD,YES,184.0,2.0,0.011,0,0.0132,2.0,0.0,0.002,1.0,17.0,14.0,0.756,15.0,5.88,N,N,1.76,3.65,0.24,1.41,15,14,0.66,424,5.98,N,N,0.87,1.56,0.6,2.38,missing,missing
56975,SHOWER,HUT,YES,184.0,7.0,0.038,0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.865,15.0,5.88,N,N,1.76,3.65,0.24,1.41,17,16,0.818,13,5.85,,N,1.75,4.42,0.38,1.29,missing,missing
56976,SHOWER,RAIN,YES,184.0,2.0,0.011,0.032,0.004,1.0,0.0,0.0198,2.0,17.0,14.0,0.707,15.0,5.88,N,N,1.76,3.65,0.24,1.41,18,14,0.537,70,5.77,,N,1.65,3.28,0.82,3.49,1,0.081
56977,SHOWER,RELAX,YES,184.0,2.0,0.011,0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.892,15.0,5.88,N,N,1.76,3.65,0.24,1.41,20,18,0.734,19,3.71,,V,1.94,3.58,0.56,1.64,missing,missing
56978,SHOWER,SHAVE,YES,184.0,3.0,0.016,0,0.0,0.0,0.0,0.0074,2.0,17.0,14.0,0.691,15.0,5.88,N,N,1.76,3.65,0.24,1.41,12,9,0.699,6,4.54,,N,0.73,1.51,0.55,1.37,missing,missing
56979,SHOWER,SOAP,YES,184.0,9.0,0.049,0.022,0.0036,2.0,0.0,0.0609,5.0,17.0,11.0,0.364,15.0,5.88,N,N,1.76,3.65,0.24,1.41,22,15,0.436,22,5.77,,N,1.76,4.57,0.48,2.94,2,0.064
56980,SHOWER,TOGETHER,YES,184.0,2.0,0.011,0,0.0,0.0,0.0,0.0,0.0,17.0,16.0,0.892,15.0,5.88,N,N,1.76,3.65,0.24,1.41,19,19,0.798,267,2.88,G,AD,1.84,4.1,0.58,2.23,missing,missing
56981,SHOWER,WARM,YES,184.0,5.0,0.027,0,0.0009,1.0,0.0,0.0115,2.0,17.0,14.0,0.713,15.0,5.88,N,N,1.76,3.65,0.24,1.41,11,9,0.534,67,4,,AJ,2.18,3.53,0.82,1.71,missing,missing
56982,SHOWER,WASH,YES,184.0,2.0,0.011,0,0.0066,3.0,0.0,0.0451,3.0,17.0,12.0,0.538,15.0,5.88,N,N,1.76,3.65,0.24,1.41,14,11,0.617,37,4.2,N,V,1.43,4.04,0.5,1.18,missing,missing
56983,SHOWER,WATER,YES,184.0,25.0,0.136,0,0.0221,6.0,0.0,0.0041,2.0,17.0,10.0,0.495,15.0,5.88,N,N,1.76,3.65,0.24,1.41,18,16,0.628,442,6.27,,N,2,3.99,0.94,4.77,missing,missing
56984,SHOWER,WET,YES,184.0,9.0,0.049,0,0.0136,4.0,0.0,0.0185,3.0,17.0,12.0,0.631,15.0,5.88,N,N,1.76,3.65,0.24,1.41,11,7,0.602,53,4.74,,AJ,1.7,2.47,0.8,3.38,missing,missing
57064,SHUT,CLOSE,YES,150.0,67.0,0.447,0.041,0.0915,2.0,0.0,0.0634,2.0,7.0,4.0,0.24,46.0,missing,,V,1,2.5,0.29,1.07,9,6,0.277,234,3.24,,AJ,0.78,2.38,0.67,2.7,2,0.767
57065,SHUT,DOOR,YES,150.0,16.0,0.107,0,0.0476,2.0,0.0,0.0416,2.0,7.0,4.0,0.24,46.0,missing,,V,1,2.5,0.29,1.07,23,20,0.677,312,5.95,,N,1.27,4.21,0.68,3.84,missing,missing
57066,SHUT,MOUTH,YES,150.0,3.0,0.02,0,0.0,0.0,0.0,0.0046,1.0,7.0,5.0,0.774,46.0,missing,,V,1,2.5,0.29,1.07,19,18,0.849,103,5.47,,N,1.58,5.23,0.47,2.11,missing,missing
57067,SHUT,OPEN,YES,150.0,18.0,0.12,0.034,0.2206,3.0,0.0,0.3297,2.0,7.0,3.0,0.22,46.0,missing,,V,1,2.5,0.29,1.07,5,2,0.048,319,3.72,G,AJ,1.6,1.92,1,1.78,3,0.669
57068,SHUT,OUT,YES,150.0,6.0,0.04,0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.874,46.0,missing,,V,1,2.5,0.29,1.07,6,5,0.873,2096,2.4,G,AD,0.2,1.02,0.4,2.01,missing,missing
57069,SHUT,QUIET,YES,150.0,2.0,0.013,0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.901,46.0,missing,,V,1,2.5,0.29,1.07,12,10,0.873,76,3.7,,AJ,0.5,1.96,0.7,1.8,missing,missing
57070,SHUT,UP,YES,150.0,25.0,0.167,0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.747,46.0,missing,,V,1,2.5,0.29,1.07,5,5,0.947,1895,3.8,,AD,1.2,1.33,1,2.02,missing,missing
59336,SOUTHERN,ACCENT,NO,147.0,12.0,0.082,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59337,SOUTHERN,BAPTIST,YES,147.0,3.0,0.02,0.033,0.0,0.0,12.0,0.0,0.0,21.0,8.0,0.224,137.0,missing,,AJ,missing,missing,missing,missing,12,11,0.816,17,missing,,N,4.42,6.43,0.33,1.15,0,0
59338,SOUTHERN,BELLE,NO,147.0,15.0,0.102,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59339,SOUTHERN,CHICKEN,YES,147.0,4.0,0.027,0,0.0,0.0,12.0,0.0015,1.0,21.0,7.0,0.19,137.0,missing,,AJ,missing,missing,missing,missing,29,24,0.603,37,5.79,,N,1.8,4.83,0.56,3.12,missing,missing
59340,SOUTHERN,COMFORT,YES,147.0,3.0,0.02,0,0.0,0.0,12.0,0.0,0.0,21.0,8.0,0.224,137.0,missing,,AJ,missing,missing,missing,missing,24,24,0.763,43,3.93,,V,2.17,4.39,0.38,1.47,missing,missing
59341,SOUTHERN,CONFEDERATE,NO,147.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59342,SOUTHERN,COOKING,YES,147.0,3.0,0.02,0,0.0,0.0,12.0,0.0084,1.0,21.0,7.0,0.197,137.0,missing,,AJ,missing,missing,missing,missing,21,17,0.458,32,missing,,V,1.11,2.41,0.11,1.08,missing,missing
59343,SOUTHERN,COUNTRY,YES,147.0,6.0,0.041,0,0.0,0.0,12.0,0.0,0.0,21.0,8.0,0.203,137.0,missing,,AJ,missing,missing,missing,missing,19,19,0.731,324,4.54,P,N,1.11,2,0.47,1.78,missing,missing
59344,SOUTHERN,COWBOYS,NO,147.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59345,SOUTHERN,DRAWL,NO,147.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59346,SOUTHERN,FLORIDA,YES,147.0,9.0,0.061,0,0.0009,2.0,12.0,0.0005,2.0,21.0,6.0,0.155,137.0,missing,,AJ,missing,missing,missing,missing,16,12,0.813,20,6.1,,N,missing,missing,missing,missing,missing,missing
59347,SOUTHERN,FOOD,YES,147.0,4.0,0.027,0,0.0077,2.0,12.0,0.0,0.0,21.0,6.0,0.17,137.0,missing,,AJ,missing,missing,missing,missing,18,16,0.717,147,5.84,,N,1.69,2.4,0.63,2.91,missing,missing
59348,SOUTHERN,GEORGIA,NO,147.0,5.0,0.034,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59349,SOUTHERN,HOSPITALITY,NO,147.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59350,SOUTHERN,MISSISSIPPI,NO,147.0,4.0,0.027,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59351,SOUTHERN,NORTHERN,NO,147.0,24.0,0.163,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59352,SOUTHERN,SOUTH,YES,147.0,2.0,0.014,0,0.0008,1.0,12.0,0.0033,1.0,21.0,7.0,0.169,137.0,missing,,AJ,missing,missing,missing,missing,7,5,0.796,240,3.39,,N,0.33,0.94,0.5,1.8,missing,missing
59353,SOUTHERN,STATES,NO,147.0,11.0,0.075,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59354,SOUTHERN,TEXAS,NO,147.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
59355,SOUTHERN,WARM,YES,147.0,2.0,0.014,0,0.0012,1.0,12.0,0.0007,1.0,21.0,7.0,0.169,137.0,missing,,AJ,missing,missing,missing,missing,11,10,0.898,67,4,,AJ,2.18,3.53,0.82,1.71,missing,missing
59356,SOUTHERN,WESTERN,NO,147.0,2.0,0.014,missing,0.0,0.0,0.0,0.0,0.0,21.0,9.0,0.244,137.0,missing,,AJ,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
60728,STARS,ABOVE,YES,153.0,2.0,0.013,0,0.0,0.0,5.0,0.0038,1.0,18.0,11.0,0.471,29.0,5.59,,N,missing,missing,missing,missing,9,8,0.906,188,missing,,AD,1.44,1.8,0.56,1.79,missing,missing
60729,STARS,BEAUTIFUL,YES,153.0,2.0,0.013,0,0.0,0.0,5.0,0.0,0.0,18.0,12.0,0.739,29.0,5.59,,N,missing,missing,missing,missing,8,8,0.793,127,3.89,,AJ,2.38,2.37,0.63,1.44,missing,missing
60730,STARS,BRIGHT,YES,153.0,7.0,0.046,0,0.0008,1.0,5.0,0.0048,2.0,18.0,10.0,0.667,29.0,5.59,,N,missing,missing,missing,missing,16,14,0.706,87,4.55,,AJ,2,5.69,0.75,1.8,missing,missing
60731,STARS,CONSTELLATIONS,NO,153.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.752,29.0,5.59,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
60732,STARS,DARK,YES,153.0,2.0,0.013,0,0.0146,2.0,5.0,0.0124,1.0,18.0,10.0,0.634,29.0,5.59,,N,missing,missing,missing,missing,8,6,0.65,185,4.68,G,AJ,0.29,0.9,0.71,1.91,missing,missing
60733,STARS,DREAMS,NO,153.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.752,29.0,5.59,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
60734,STARS,HEAVENS,NO,153.0,3.0,0.02,missing,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.752,29.0,5.59,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
60735,STARS,LIGHTS,NO,153.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.752,29.0,5.59,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
60736,STARS,MOON,YES,153.0,24.0,0.157,0,0.0053,3.0,5.0,0.0246,4.0,18.0,8.0,0.229,29.0,5.59,,N,missing,missing,missing,missing,10,6,0.362,60,5.68,,N,1.9,3.03,0.7,1.4,missing,missing
60737,STARS,NIGHT,YES,153.0,9.0,0.059,0,0.0188,2.0,5.0,0.0055,2.0,18.0,10.0,0.523,29.0,5.59,,N,missing,missing,missing,missing,6,4,0.737,411,4.83,G,N,0.5,1.03,0.67,2.29,missing,missing
60738,STARS,PLANETS,YES,153.0,6.0,0.039,0.092,0.0,0.0,5.0,0.0033,3.0,18.0,9.0,0.661,29.0,5.59,,N,missing,missing,missing,missing,18,9,0.381,1,missing,,N,missing,missing,missing,missing,missing,missing
60739,STARS,POLARIS,NO,153.0,2.0,0.013,missing,0.0,0.0,0.0,0.0,0.0,18.0,13.0,0.752,29.0,5.59,,N,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing,missing
60740,STARS,SKY,YES,153.0,41.0,0.268,0,0.0066,3.0,5.0,0.0012,2.0,18.0,7.0,0.262,29.0,5.59,,N,missing,missing,missing,missing,12,9,0.85,58,5.32,,N,1.18,1.56,0.82,2.03,missing,missing
60741,STARS,SPACE,YES,153.0,2.0,0.013,0,0.0109,4.0,5.0,0.0047,2.0,18.0,8.0,0.262,29.0,5.59,,N,missing,missing,missing,missing,25,20,0.618,184,3.59,,N,1.91,4.08,0.68,2.76,missing,missing
60742,STARS,STRIPES,YES,153.0,11.0,0.072,0.32,0.0,0.0,5.0,0.0,0.0,18.0,12.0,0.68,29.0,5.59,,N,missing,missing,missing,missing,16,11,0.395,5,missing,,N,missing,missing,missing,missing,missing,missing
60743,STARS,SUN,YES,153.0,4.0,0.026,0,0.0669,4.0,5.0,0.025,2.0,18.0,8.0,0.216,29.0,5.59,,N,missing,missing,missing,missing,14,12,0.725,112,6.23,,N,2.36,3.06,0.93,3.29,missing,missing
60744,STARS,TWINKLE,YES,153.0,3.0,0.02,0,0.0,0.0,5.0,0.0,0.0,18.0,12.0,0.732,29.0,5.59,,N,missing,missing,missing,missing,8,5,0.797,3,missing,,N,missing,missing,missing,missing,missing,missing
60745,STARS,UNIVERSE,YES,153.0,2.0,0.013,0,0.0026,2.0,5.0,0.0065,2.0,18.0,9.0,0.419,29.0,5.59,,N,missing,missing,missing,missing,10,6,0.778,71,3.63,,N,1.38,1.47,0.5,1.24,missing,missing
61400,STOP,BEGIN,YES,179.0,2.0,0.011,0.035,0.0174,4.0,0.0,0.0319,2.0,8.0,3.0,0.179,120.0,2.93,G,V,1.75,2.83,0.88,3.32,5,2,0.056,84,2.38,,V,2.2,2.54,0.8,1.62,4,0.613
61401,STOP,END,YES,179.0,2.0,0.011,0.067,0.0103,3.0,0.0,0.0136,2.0,8.0,4.0,0.794,120.0,2.93,G,V,1.75,2.83,0.88,3.32,8,4,0.169,410,3.16,G,N,1.43,2.35,0.57,1.84,3,0.574
