Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Non-Normed Potential Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
WONDERFUL,LOVE,YES,143,2,0.014,0,0.0013,1,1,0.0022,3,17,12,0.604,53,2.17,,,2.31,3.54,0.31,1.33,18,15,0.711,232,3.51,,,1.67,2.87,0.78,3.58,missing,missing
WONDERFUL,NICE,YES,143,3,0.021,0,0.0033,3,1,0.0065,3,17,11,0.57,53,2.17,,,2.31,3.54,0.31,1.33,14,11,0.708,75,2.75,,,2.93,5.08,0.71,2.24,missing,missing
WONDERFUL,PERSON,YES,143,3,0.021,0,0.0003,1,1,0,0,17,14,0.707,53,2.17,,,2.31,3.54,0.31,1.33,14,13,0.834,175,6.51,,N,1.85,3.23,0.31,1.73,missing,missing
WONDERFUL,PLEASANT,YES,143,2,0.014,0,0.001,1,1,0.01,4,17,11,0.563,53,2.17,,,2.31,3.54,0.31,1.33,19,14,0.308,38,missing,,,1.89,4.16,0.17,1.14,missing,missing
WONDERFUL,RAINBOW,YES,143,2,0.014,0,0,0,1,0.0028,1,17,14,0.66,53,2.17,,,2.31,3.54,0.31,1.33,9,7,0.757,4,5.31,,,1,2.3,0.13,1.03,missing,missing
WONDERFUL,SUPER,YES,143,2,0.014,0.014,0.0184,3,1,0.1016,3,17,11,0.338,53,2.17,,,2.31,3.54,0.31,1.33,11,6,0.392,8,missing,,,2.1,2.7,0.3,1.08,3,0.11
WONDERFUL,TERRIFIC,YES,143,2,0.014,0.117,0.0126,3,1,0.144,5,17,10,0.29,53,2.17,,,2.31,3.54,0.31,1.33,11,5,0.139,5,2.02,,,2.91,4.87,0.46,1.14,3,0.095
WONDERFUL,WORLD,YES,143,7,0.048,0,0,0,1,0,0,17,15,0.694,53,2.17,,,2.31,3.54,0.31,1.33,12,12,0.867,787,5.29,,,1.5,2.37,0.58,2.48,missing,missing
WOOD,BARK,YES,165,2,0.012,0,0.0039,1,0,0.0291,1,26,24,0.711,55,5.81,,,1.73,6.5,0.5,2.45,5,4,0.701,14,5.51,N,N,0.2,1.12,0.4,1.05,missing,missing
WOOD,BOARD,YES,165,2,0.012,0.12,0.0004,1,0,0.0003,2,26,22,0.814,55,5.81,,,1.73,6.5,0.5,2.45,21,16,0.517,239,6.87,N,N,0.63,1.58,0.42,2.73,1,0.02
WOOD,BRICK,YES,165,2,0.012,0.013,0.0015,3,0,0.0102,2,26,22,0.79,55,5.81,,,1.73,6.5,0.5,2.45,14,10,0.488,18,5.97,,,2.31,3.03,0.62,1.35,3,0.065
WOOD,BUILD,YES,165,2,0.012,0,0.0002,1,0,0.0037,1,26,23,0.82,55,5.81,,,1.73,6.5,0.5,2.45,18,16,0.649,86,3.93,,,2,3.68,0.59,2.05,missing,missing
WOOD,BURN,YES,165,15,0.091,0,0.0137,3,0,0.0589,3,26,20,0.469,55,5.81,,,1.73,6.5,0.5,2.45,20,16,0.359,15,4.81,,,2.21,5.43,0.32,1.24,missing,missing
WOOD,CHAIR,YES,165,2,0.012,0.013,0.0091,1,0,0.0038,1,26,24,0.844,55,5.81,,,1.73,6.5,0.5,2.45,14,11,0.629,66,6.12,,,2.46,4.65,0.85,3.75,1,0.756
WOOD,CHOP,YES,165,5,0.03,0.068,0,0,0,0.0047,1,26,24,0.826,55,5.81,,,1.73,6.5,0.5,2.45,15,9,0.3,3,4.08,N,V,0.9,0,0.4,0,0,0
WOOD,CUT,YES,165,2,0.012,0.022,0.015,4,0,0.0003,2,26,20,0.693,55,5.81,,,1.73,6.5,0.5,2.45,21,17,0.744,192,4.15,G,N,1.35,4.19,0.6,2.74,4,0.582
WOOD,FIRE,YES,165,36,0.218,0,0.0379,4,0,0.006,3,26,20,0.451,55,5.81,,,1.73,6.5,0.5,2.45,18,13,0.719,187,6.13,N,N,2.06,2.5,0.63,2.85,missing,missing
WOOD,FIREPLACE,YES,165,4,0.024,0.121,0.0054,2,0,0.0454,4,26,21,0.493,55,5.81,,,1.73,6.5,0.5,2.45,15,8,0.355,6,6.96,,,2.54,4.47,0.39,1.18,2,0.066
WOOD,FOREST,YES,165,5,0.03,0,0.0052,2,0,0.1009,2,26,22,0.463,55,5.81,,,1.73,6.5,0.5,2.45,9,7,0.238,66,6.37,,,1,1.75,0.56,1.64,missing,missing
WOOD,GRAIN,YES,165,4,0.024,0,0,0,0,0,0,26,25,0.844,55,5.81,,,1.73,6.5,0.5,2.45,11,11,0.879,27,5.63,T,N,1.36,1.81,0.18,1.07,missing,missing
WOOD,HARD,YES,165,3,0.018,0.02,0.004,3,0,0.0008,3,26,22,0.802,55,5.81,,,1.73,6.5,0.5,2.45,10,6,0.786,202,4.21,N,AJ,1,1.24,0.9,2.66,3,0.229
WOOD,HOUSE,YES,165,4,0.024,0,0.0257,5,0,0.0001,1,26,20,0.366,55,5.81,,,1.73,6.5,0.5,2.45,13,12,0.829,591,6.21,,,1,1.54,0.85,2.68,missing,missing
WOOD,LOG,YES,165,5,0.03,0.279,0.0024,1,0,0.075,4,26,21,0.36,55,5.81,,,1.73,6.5,0.5,2.45,9,4,0.163,11,6.86,N,N,1.33,2.2,0.44,1.56,1,0.101
WOOD,METAL,YES,165,3,0.018,0.013,0.0004,1,0,0.0011,1,26,24,0.832,55,5.81,,,1.73,6.5,0.5,2.45,16,14,0.65,61,6.76,,,1.19,2.71,0.56,1.79,1,0.02
WOOD,NATURAL,YES,165,2,0.012,0,0,0,0,0.0006,1,26,24,0.826,55,5.81,,,1.73,6.5,0.5,2.45,25,21,0.553,156,missing,,,1.23,2.28,0.14,1.23,missing,missing
WOOD,OAK,YES,165,3,0.018,0.026,0.0059,1,0,0.1153,1,26,24,0.705,55,5.81,,,1.73,6.5,0.5,2.45,9,7,0.129,15,5.51,,,1.33,4.09,0.56,1.18,1,0.041
WOOD,PAPER,YES,165,2,0.012,0.044,0.0001,1,0,0.0041,1,26,23,0.699,55,5.81,,,1.73,6.5,0.5,2.45,15,12,0.783,157,5.96,,,1.07,3.4,0.64,1.96,1,0.011
WOOD,SAW,YES,165,2,0.012,0.193,0.0001,1,0,0.0044,3,26,22,0.681,55,5.81,,,1.73,6.5,0.5,2.45,13,9,0.445,352,4.57,N,N,0.92,2.47,0.46,1.24,1,0.011
WOOD,SPLINTER,YES,165,3,0.018,0.534,0,0,0,0.0005,2,26,23,0.826,55,5.81,,,1.73,6.5,0.5,2.45,13,10,0.367,4,6.02,,,2.46,4.04,0.23,1.13,0,0
WOOD,STEAL,YES,165,2,0.012,0,0,0,0,0,0,26,25,0.856,55,5.81,,,1.73,6.5,0.5,2.45,17,16,0.766,5,3.59,,,2.56,3.44,0.44,2.41,missing,missing
WOOD,STOVE,YES,165,5,0.03,0,0,0,0,0,0,26,25,0.838,55,5.81,,,1.73,6.5,0.5,2.45,11,10,0.908,15,5.75,,,1.8,2.38,0.4,1.44,missing,missing
WOOD,TABLE,YES,165,2,0.012,0,0.0039,2,0,0.0091,1,26,23,0.832,55,5.81,,,1.73,6.5,0.5,2.45,10,8,0.148,198,6,,,0.67,1.83,0.33,1.41,missing,missing
WOOD,TREE,YES,165,24,0.145,0,0.0386,6,0,0.0039,4,26,18,0.585,55,5.81,,,1.73,6.5,0.5,2.45,21,17,0.653,59,6.62,,,0.76,1.4,0.76,6.8,missing,missing
WOOD,WORK,YES,165,3,0.018,0,0.0004,2,0,0.0026,1,26,23,0.82,55,5.81,,,1.73,6.5,0.5,2.45,19,18,0.625,760,3.88,N,N,1.63,3.11,0.68,3.01,missing,missing
WOODS,ANIMAL,YES,152,2,0.013,0,0.0015,1,0,0,0,14,12,0.774,25,6.87,,,1.36,2.38,0.29,1.31,28,27,0.789,68,5.65,,,1.81,4.45,0.74,3.94,missing,missing
WOODS,BUG,YES,152,4,0.026,0,0,0,0,0,0,14,13,0.781,25,6.87,,,1.36,2.38,0.29,1.31,16,16,0.795,4,6.4,N,N,1.94,3.17,0.75,3.21,missing,missing
WOODS,CABIN,YES,152,4,0.026,0.143,0,0,0,0.0009,1,14,12,0.755,25,6.87,,,1.36,2.38,0.29,1.31,9,6,0.666,23,6.96,,,0.88,1.65,0.5,1.18,0,0
WOODS,DARK,YES,152,6,0.039,0,0.0034,2,0,0,0,14,11,0.505,25,6.87,,,1.36,2.38,0.29,1.31,8,7,0.861,185,4.68,G,AJ,0.29,0.9,0.71,1.91,missing,missing
WOODS,DEEP,YES,152,4,0.026,0,0,0,0,0.0005,1,14,12,0.742,25,6.87,,,1.36,2.38,0.29,1.31,13,12,0.78,109,3.96,T,AJ,1.85,2.91,0.31,1.69,missing,missing
WOODS,FIREPLACE,YES,152,2,0.013,0,0,0,0,0,0,14,13,0.794,25,6.87,,,1.36,2.38,0.29,1.31,15,13,0.825,6,6.96,,,2.54,4.47,0.39,1.18,missing,missing
WOODS,FOREST,YES,152,36,0.237,0.096,0.0128,3,0,0.1997,3,14,8,0.169,25,6.87,,,1.36,2.38,0.29,1.31,9,5,0.116,66,6.37,,,1,1.75,0.56,1.64,3,0.156
WOODS,GREEN,YES,152,2,0.013,0,0.0297,4,0,0.0046,2,14,9,0.208,25,6.87,,,1.36,2.38,0.29,1.31,17,14,0.724,116,5.46,N,N,1.19,3.26,0.94,2.38,missing,missing
WOODS,JUNGLE,YES,152,3,0.02,0.034,0,0,0,0.0541,5,14,8,0.182,25,6.87,,,1.36,2.38,0.29,1.31,21,15,0.515,20,6.28,,,1.81,3.94,0.33,1.59,0,0
WOODS,LOST,YES,152,2,0.013,0,0,0,0,0,0,14,13,0.794,25,6.87,,,1.36,2.38,0.29,1.31,6,4,0.816,173,missing,G,AJ,0.75,1.27,0.75,2.04,missing,missing
WOODS,MOUNTAIN,YES,152,4,0.026,0,0.0009,1,0,0.0063,1,14,11,0.439,25,6.87,,,1.36,2.38,0.29,1.31,17,13,0.702,33,6.25,,,1.29,2.17,0.5,2.84,missing,missing
WOODS,NATURE,YES,152,2,0.013,0.038,0.0046,2,0,0.1057,3,14,10,0.228,25,6.87,,,1.36,2.38,0.29,1.31,19,15,0.399,191,missing,,,1.68,4.13,0.42,1.12,2,0.028
WOODS,THICK,YES,152,4,0.026,0,0.0003,1,0,0,0,14,12,0.761,25,6.87,,,1.36,2.38,0.29,1.31,8,8,0.819,67,3.77,G,AJ,0.62,1.65,0.25,1.14,missing,missing
WOODS,TREE,YES,152,48,0.316,0,0.1556,5,0,0.0089,3,14,8,0.182,25,6.87,,,1.36,2.38,0.29,1.31,21,18,0.734,59,6.62,,,0.76,1.4,0.76,6.8,missing,missing
WOODWIND,BIRD,YES,146,2,0.014,0,0,0,0,0,0,12,11,0.769,2,missing,,,2.25,3.26,0.08,1.03,23,22,0.791,31,5.77,,,1.45,4.21,0.68,6.8,missing,missing
WOODWIND,BRASS,YES,146,3,0.021,0,0.0002,1,0,0.0277,2,12,8,0.248,2,missing,,,2.25,3.26,0.08,1.03,19,17,0.78,19,5.53,G,N,2.11,5.25,0.26,1.11,missing,missing
WOODWIND,CHIME,YES,146,2,0.014,0,0,0,0,0.0009,1,12,10,0.701,2,missing,,,2.25,3.26,0.08,1.03,9,7,0.833,0,missing,,,1.38,2.79,0.13,1.04,missing,missing
WOODWIND,CLARINET,YES,146,6,0.041,0,0.0189,4,0,0.0781,4,12,6,0.152,2,missing,,,2.25,3.26,0.08,1.03,9,5,0.245,1,5.66,,,4.11,3.76,0.56,1.18,missing,missing
WOODWIND,FLUTE,YES,146,9,0.062,0,0.0465,5,0,0.1011,5,12,5,0.138,2,missing,,N,2.25,3.26,0.08,1.03,19,12,0.252,1,5.66,,,3.88,6.16,0.41,1.5,missing,missing
WOODWIND,INSTRUMENT,YES,146,63,0.432,0,0.0233,5,0,0.0168,4,12,5,0.131,2,missing,,,2.25,3.26,0.08,1.03,14,10,0.584,47,6.25,,,4.29,5.41,0.79,2.19,missing,missing
WOODWIND,MUSIC,YES,146,10,0.068,0,0.0956,7,0,0.0009,1,12,4,0.117,2,missing,,,2.25,3.26,0.08,1.03,25,24,0.74,216,5.15,,,2.64,6.34,0.88,4.28,missing,missing
WOODWIND,OBOE,YES,146,2,0.014,0.026,0.0026,2,0,0.0968,5,12,6,0.152,2,missing,,,2.25,3.26,0.08,1.03,14,7,0.118,0,missing,,,4.62,6.68,0.23,1.06,2,0.057
WOODWIND,PIPE,YES,146,9,0.062,0,0,0,0,0,0,12,11,0.721,2,missing,,,2.25,3.26,0.08,1.03,15,14,0.792,20,6.9,T,N,0.86,3.2,0.43,1.14,missing,missing
WOODWIND,SAXOPHONE,YES,146,2,0.014,0,0.0089,2,0,0.1215,5,12,5,0.131,2,missing,,,2.25,3.26,0.08,1.03,17,11,0.282,4,6.18,,,4.56,6.02,0.38,1.26,missing,missing
WOODWIND,STRING,YES,146,4,0.027,0,0,0,0,0,0,12,11,0.756,2,missing,,,2.25,3.26,0.08,1.03,17,17,0.89,19,5.4,G,N,1.12,2.95,0.65,2.18,missing,missing
WOODWIND,WOOD,YES,146,2,0.014,0,0.0009,1,0,0,0,12,10,0.707,2,missing,,,2.25,3.26,0.08,1.03,26,26,0.868,55,5.81,,,1.73,6.5,0.5,2.45,missing,missing
WOOL,BLANKET,YES,138,2,0.014,0,0,0,0,0.0316,2,16,13,0.766,10,6.02,,,2.25,7.07,0.31,1.49,9,7,0.465,30,6.21,,,1.67,2.95,0.56,1.16,missing,missing
WOOL,CLOTH,YES,138,2,0.014,0,0.0007,1,0,0.0031,3,16,12,0.738,10,6.02,,,2.25,7.07,0.31,1.49,21,18,0.815,40,5.76,,,2.9,4.81,0.52,2.05,missing,missing
WOOL,COAT,YES,138,8,0.058,0,0.0225,3,0,0.0227,5,16,9,0.505,10,6.02,,,2.25,7.07,0.31,1.49,17,11,0.367,43,5.83,N,N,1.56,2.8,0.5,2.61,missing,missing
WOOL,COLD,YES,138,3,0.022,0,0.0987,7,0,0.0184,3,16,8,0.469,10,6.02,,,2.25,7.07,0.31,1.49,19,15,0.376,171,4.67,P,AJ,1.72,3.81,0.89,4.74,missing,missing
WOOL,COTTON,YES,138,9,0.065,0.04,0.0039,3,0,0,0,16,12,0.579,10,6.02,,,2.25,7.07,0.31,1.49,19,15,0.734,38,6.28,,,0.81,1.69,0.44,1.79,3,0.075
WOOL,HOT,YES,138,5,0.036,0,0.0427,3,0,0.0178,2,16,12,0.599,10,6.02,,,2.25,7.07,0.31,1.49,8,6,0.183,130,5.03,G,AJ,1.12,1.63,0.88,2.26,missing,missing
WOOL,ITCH,YES,138,4,0.029,0,0.0208,1,0,0.0492,1,16,14,0.802,10,6.02,,,2.25,7.07,0.31,1.49,4,3,0.056,5,4.84,,,0.5,0.93,0.5,1.58,missing,missing
WOOL,JACKET,YES,138,4,0.029,0,0.0162,2,0,0.0496,4,16,11,0.548,10,6.02,,,2.25,7.07,0.31,1.49,15,9,0.161,33,6.31,,,3,4.46,0.39,1.28,missing,missing
WOOL,LAMB,YES,138,8,0.058,0.095,0.0352,1,0,0.0723,1,16,14,0.614,10,6.02,,,2.25,7.07,0.31,1.49,14,12,0.366,7,6.24,,,1.21,2.2,0.43,1.53,1,0.162
WOOL,SCRATCH,YES,138,8,0.058,0,0.0246,1,0,0.0104,1,16,14,0.802,10,6.02,,,2.25,7.07,0.31,1.49,13,11,0.434,9,5.31,T,V,1.67,3.21,0.42,2.03,missing,missing
WOOL,SHEEP,YES,138,30,0.217,0.291,0.0193,1,0,0.0123,3,16,12,0.404,10,6.02,,,2.25,7.07,0.31,1.49,17,13,0.368,23,6.18,G,N,2.12,4.85,0.41,2.56,1,0.333
WOOL,SILK,YES,138,2,0.014,0.024,0.0004,1,0,0.0027,2,16,13,0.796,10,6.02,,,2.25,7.07,0.31,1.49,18,15,0.748,12,5.26,,,2.61,4.27,0.44,1.53,1,0.03
WOOL,SKIRT,YES,138,2,0.014,0,0,0,0,0,0,16,15,0.875,10,6.02,,,2.25,7.07,0.31,1.49,15,14,0.867,21,6.28,N,N,3.07,5.17,0.5,1.55,missing,missing
WOOL,SWEATER,YES,138,20,0.145,0.054,0.0074,3,0,0.026,6,16,8,0.266,10,6.02,,,2.25,7.07,0.31,1.49,14,6,0.256,14,6.78,,,2.92,5.95,0.54,1.43,3,0.137
WOOL,WARM,YES,138,12,0.087,0,0.0379,6,0,0.0178,2,16,9,0.498,10,6.02,,,2.25,7.07,0.31,1.49,11,9,0.273,67,4,,,2.18,3.53,0.82,1.71,missing,missing
WOOL,WINTER,YES,138,4,0.029,0,0.0118,3,0,0.0061,1,16,12,0.635,10,6.02,,,2.25,7.07,0.31,1.49,4,3,0.617,83,5.83,,,1,1.41,1,1.47,missing,missing
WORD,ALPHABET,YES,135,2,0.015,0,0.0023,1,2,0.0003,1,20,15,0.556,274,5.13,,,1.39,2.84,0.28,1.54,11,7,0.857,2,missing,,,0.5,1.33,0.25,1.21,missing,missing
WORD,DEFINITION,YES,135,3,0.022,0.171,0.0132,2,2,0.0152,2,20,15,0.542,274,5.13,,,1.39,2.84,0.28,1.54,9,6,0.328,44,3.58,,,1.78,2,0.56,1.38,2,0.325
WORD,DICTIONARY,YES,135,8,0.059,0,0.0042,3,2,0.0015,2,20,14,0.527,274,5.13,,,1.39,2.84,0.28,1.54,8,4,0.766,57,6.29,,,1.5,2.25,0.83,1.68,missing,missing
WORD,ENGLISH,YES,135,3,0.022,0,0.0126,6,2,0.0051,1,20,11,0.341,274,5.13,,,1.39,2.84,0.28,1.54,16,14,0.612,195,missing,,,1.6,3.34,0.47,2.07,missing,missing
WORD,GAMES,YES,135,3,0.022,0,0,0,2,0,0,20,17,0.638,274,5.13,,,1.39,2.84,0.28,1.54,13,12,0.762,55,missing,,,0.92,1.67,0.08,1.09,missing,missing
WORD,LANGUAGE,YES,135,3,0.022,0,0.006,3,2,0.0083,2,20,14,0.571,274,5.13,,,1.39,2.84,0.28,1.54,13,10,0.518,109,4,,,2.25,3.16,0.83,1.88,missing,missing
WORD,LETTER,YES,135,9,0.067,0,0.0015,1,2,0.0031,2,20,15,0.563,274,5.13,,,1.39,2.84,0.28,1.54,15,13,0.631,145,5.16,N,N,1.27,2.88,0.6,3.01,missing,missing
WORD,MEANING,YES,135,5,0.037,0.088,0.005,1,2,0.0068,2,20,15,0.542,274,5.13,,,1.39,2.84,0.28,1.54,19,15,0.456,127,2.05,,,1.61,2.57,0.22,1.45,1,0.229
WORD,NOUN,YES,135,4,0.03,0.016,0.002,1,2,0.0005,2,20,14,0.452,274,5.13,,,1.39,2.84,0.28,1.54,7,4,0.848,1,3.93,,,2.43,2.19,0.57,2.27,1,0.014
WORD,PHRASE,YES,135,10,0.074,0.238,0.003,1,2,0.0409,2,20,15,0.423,274,5.13,,,1.39,2.84,0.28,1.54,11,6,0.156,34,missing,,,1.56,1.81,0.56,1.2,1,0.021
WORD,PROBLEM,YES,135,2,0.015,0,0,0,2,0,0,20,17,0.645,274,5.13,,,1.39,2.84,0.28,1.54,13,13,0.802,313,3.64,,,1.31,2.93,0.46,1.85,missing,missing
WORD,PROCESSOR,NO,135,3,0.022,0,0,0,0,0,0,20,18,0.66,274,5.13,,,1.39,2.84,0.28,1.54,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORD,SENTENCE,YES,135,19,0.141,0,0.0212,1,2,0.0027,3,20,14,0.393,274,5.13,,,1.39,2.84,0.28,1.54,18,13,0.703,34,4.76,P,N,0.81,2.14,0.25,1.61,missing,missing
WORD,SOUND,YES,135,2,0.015,0,0,0,2,0,0,20,17,0.645,274,5.13,,,1.39,2.84,0.28,1.54,10,10,0.89,204,5.28,P,N,2.5,3.42,0.8,1.49,missing,missing
WORD,SPEAK,YES,135,4,0.03,0,0.0032,1,2,0.0009,2,20,15,0.564,274,5.13,,,1.39,2.84,0.28,1.54,16,14,0.846,110,4.15,,,2.12,5.84,0.56,1.94,missing,missing
WORD,THE,NO,135,2,0.015,0,0,0,0,0,0,20,18,0.66,274,5.13,,,1.39,2.84,0.28,1.54,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORD,THING,YES,135,2,0.015,0,0.0005,1,2,0,0,20,16,0.615,274,5.13,,,1.39,2.84,0.28,1.54,20,16,0.462,333,3.46,G,N,1.19,0,0.19,0,missing,missing
WORD,UP,YES,135,6,0.044,0,0.0003,1,2,0,0,20,16,0.586,274,5.13,,,1.39,2.84,0.28,1.54,5,5,0.947,1895,3.8,,,1.2,1.33,1,2.02,missing,missing
WORD,VOCABULARY,YES,135,2,0.015,0,0.0012,1,2,0.0069,3,20,14,0.542,274,5.13,,,1.39,2.84,0.28,1.54,15,8,0.626,13,missing,,,1.82,3.38,0.18,1.05,missing,missing
WORD,WRITE,YES,135,2,0.015,0.017,0.0118,1,2,0.0067,1,20,16,0.578,274,5.13,,,1.39,2.84,0.28,1.54,16,14,0.752,106,4.42,,,2.25,4.73,0.81,3.45,1,0.176
WORDS,ASSOCIATION,NO,146,2,0.014,0,0,0,0,0,0,19,14,0.501,274,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORDS,BOOK,YES,146,10,0.068,0,0.013,3,5,0.006,1,19,10,0.33,274,missing,,,missing,missing,missing,missing,15,13,0.487,193,6.09,,,1.57,2.27,0.71,3.11,missing,missing
WORDS,COMMUNICATE,YES,146,4,0.027,0,0.0023,1,5,0.0316,2,19,11,0.405,274,missing,,,missing,missing,missing,missing,6,3,0.189,13,missing,,,1.8,2.06,0.4,1.06,missing,missing
WORDS,DICTIONARY,YES,146,8,0.055,0.52,0.0031,2,5,0.0096,2,19,10,0.317,274,missing,,,missing,missing,missing,missing,8,3,0.171,57,6.29,,,1.5,2.25,0.83,1.68,0,0
WORDS,LANGUAGE,YES,146,3,0.021,0.034,0.002,3,5,0.0057,2,19,9,0.35,274,missing,,,missing,missing,missing,missing,13,9,0.593,109,4,,,2.25,3.16,0.83,1.88,0,0
WORDS,LETTERS,YES,146,16,0.11,0,0.0078,1,5,0.0044,2,19,11,0.343,274,missing,,,missing,missing,missing,missing,17,13,0.602,115,5.52,G,N,1.13,1.88,0.27,1.77,missing,missing
WORDS,MANY,YES,146,2,0.014,0,0,0,5,0,0,19,13,0.487,274,missing,,,missing,missing,missing,missing,8,8,0.906,1030,2.67,,,2.5,3.39,0.75,2.3,missing,missing
WORDS,MEANING,YES,146,4,0.027,0,0,0,5,0.0008,1,19,12,0.419,274,missing,,,missing,missing,missing,missing,19,17,0.814,127,2.05,,,1.61,2.57,0.22,1.45,missing,missing
WORDS,NUMBERS,YES,146,4,0.027,0.014,0.0072,1,5,0.0317,1,19,12,0.364,274,missing,,,missing,missing,missing,missing,15,10,0.4,125,missing,,,0.5,1.56,0.25,1.1,0,0
WORDS,PHRASES,NO,146,6,0.041,0,0,0,0,0,0,19,14,0.501,274,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORDS,READ,YES,146,2,0.014,0,0.0318,2,5,0.0334,2,19,11,0.398,274,missing,,,missing,missing,missing,missing,9,7,0.205,173,4.16,,,1.89,1.98,0.67,1.69,missing,missing
WORDS,SAY,YES,146,2,0.014,0,0.0008,1,5,0.0112,3,19,10,0.397,274,missing,,,missing,missing,missing,missing,13,9,0.624,504,missing,,,1.33,2.8,0.33,1.22,missing,missing
WORDS,SENTENCES,NO,146,24,0.164,0,0,0,0,0,0,19,14,0.501,274,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORDS,SPEECH,YES,146,3,0.021,0.026,0.0056,4,5,0.0143,2,19,9,0.363,274,missing,,,missing,missing,missing,missing,17,14,0.426,61,4.87,,,1.82,3.45,0.35,1.5,0,0
WORDS,SPOKEN,NO,146,3,0.021,0,0,0,0,0,0,19,14,0.501,274,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORDS,SYLLABLES,NO,146,2,0.014,0,0,0,0,0,0,19,14,0.501,274,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
WORDS,TALK,YES,146,7,0.048,0.016,0.0277,5,5,0.002,3,19,8,0.349,274,missing,,,missing,missing,missing,missing,18,10,0.501,154,4.18,,,1.79,0,0.86,0,0,0
WORDS,VOCABULARY,YES,146,5,0.034,0.507,0.0011,1,5,0.0061,4,19,9,0.302,274,missing,,,missing,missing,missing,missing,15,6,0.166,13,missing,,,1.82,3.38,0.18,1.05,0,0
WORDS,WRITE,YES,146,3,0.021,0,0.0185,3,5,0.0025,2,19,9,0.294,274,missing,,,missing,missing,missing,missing,16,14,0.719,106,4.42,,,2.25,4.73,0.81,3.45,missing,missing
WORK,BORING,YES,147,5,0.034,0,0.0003,1,0,0.0027,3,19,15,0.652,760,3.88,N,N,1.63,3.11,0.68,3.01,16,10,0.621,5,2.65,,,1.46,3.18,0.46,1.95,missing,missing
WORK,EARN,YES,147,2,0.014,0.2,0,0,0,0.0407,1,19,17,0.666,760,3.88,N,N,1.63,3.11,0.68,3.01,10,7,0.199,16,3.45,,,0.89,2.63,0.22,1.02,0,0
WORK,EFFORT,YES,147,2,0.014,0.021,0,0,0,0.004,2,19,16,0.563,760,3.88,N,N,1.63,3.11,0.68,3.01,18,14,0.672,145,2.22,,,1.47,1.97,0.12,1.07,0,0
WORK,FUN,YES,147,2,0.014,0.016,0.0197,2,0,0.0096,1,19,16,0.598,760,3.88,N,N,1.63,3.11,0.68,3.01,15,13,0.678,44,2.45,,,2.13,3.33,0.73,2.03,2,0.215
WORK,HARD,YES,147,21,0.143,0.013,0.0015,3,0,0.0003,1,19,15,0.571,760,3.88,N,N,1.63,3.11,0.68,3.01,10,8,0.826,202,4.21,N,AJ,1,1.24,0.9,2.66,3,0.081
WORK,HORSE,YES,147,2,0.014,0,0.0016,1,0,0,0,19,17,0.632,760,3.88,N,N,1.63,3.11,0.68,3.01,16,13,0.781,117,6.03,,,1.15,2.03,0.77,4.71,missing,missing
WORK,JOB,YES,147,14,0.095,0.567,0.0011,1,0,0.0152,1,19,17,0.585,760,3.88,N,N,1.63,3.11,0.68,3.01,7,5,0.095,238,4.11,,,1.86,2.12,1,3.33,1,0.013
WORK,LABOR,YES,147,3,0.02,0.69,0,0,0,0.0049,1,19,17,0.605,760,3.88,N,N,1.63,3.11,0.68,3.01,10,7,0.187,149,4.49,,,0.78,1.33,0.33,1.06,0,0
WORK,LAZY,YES,147,7,0.048,0.014,0.0012,2,0,0.0019,2,19,14,0.632,760,3.88,N,N,1.63,3.11,0.68,3.01,19,16,0.646,9,3.46,,,1.79,3.12,0.47,1.3,2,0.048
WORK,MONEY,YES,147,13,0.088,0.026,0.0229,2,0,0.0012,1,19,16,0.571,760,3.88,N,N,1.63,3.11,0.68,3.01,19,16,0.705,265,5.77,,,1.39,2.91,0.89,5.53,2,0.635
WORK,OFFICE,YES,147,3,0.02,0.132,0,0,0,0.001,2,19,16,0.694,760,3.88,N,N,1.63,3.11,0.68,3.01,18,15,0.585,255,5.65,,,2,2.68,0.44,1.25,0,0
