Targets,Sample Size,Set Size,Set Size + Idiosyncratic,Frequency (K&F),Concreteness(Scale 1-7),Homograph? (Letter=Yes),Part of Speech,Mean Connectivity,Connectivity Strength,Resonance Probability,Resonance Strength,Accessibility Index,Non-Responses,Ending Stem Set Size  ,Ending Stem Strength,Beginning Stem Set Size,Beginning Stem Strength,Ending Fragment Cue,Ending Fragment Set size,Ending Fragment Strength,Beginning Fragment Cue,Beginning Cue Set Size,Beginning Cue Strength
VAPOR,149,17,46,12,5.93,,N,1.67,3.510,0.07,1.050,1,0.03,missing,missing,10,0.07,,missing,missing,,missing,missing
VARIETY,146,17,46,85,missing,,N,missing,missing,missing,missing,5,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VARY,180,11,40,34,2.51,,V,1.88,3.160,0.13,1.010,1,0.08,8,0.00,missing,missing,,missing,missing,,missing,missing
VASE,146,14,26,4,5.70,,N,1.23,2.360,0.23,1.090,17,0.02,14,0.00,10,0.03,-ASE,4,0.19,V---,16,0.30
VASELINE,153,21,43,0,missing,,N,missing,missing,missing,missing,2,0.06,missing,missing,14,0.02,,missing,missing,,missing,missing
VAST,140,18,47,61,missing,,AJ,1.87,2.700,0.07,1.070,4,0.06,9,0.00,14,0.12,,missing,missing,,missing,missing
VAULT,165,13,27,2,5.39,N,N,0.77,3.010,0.23,1.270,4,0.00,7,0.03,missing,missing,-AULT,1,0.29,,missing,missing
VEAL,139,13,26,1,5.16,,N,missing,missing,missing,missing,1,0.05,17,0.00,missing,missing,,missing,missing,,missing,missing
VEER,150,18,38,2,missing,,V,missing,missing,missing,missing,1,0.11,22,0.00,missing,missing,,missing,missing,V---,16,0.03
VEGETABLE,132,14,36,10,6.76,,N,2.23,3.010,0.39,1.580,20,0.02,missing,missing,16,0.02,,missing,missing,,missing,missing
VEGETABLES,197,21,45,16,6.15,,N,1.89,2.990,0.42,1.680,23,0.01,missing,missing,13,0.02,,missing,missing,,missing,missing
VEHEMENCE,79,7,24,3,2.55,,N,0.00,0.000,0.00,0.000,0,0.48,missing,missing,missing,missing,,missing,missing,,missing,missing
VEHICLE,150,9,23,35,6.45,,N,2.14,3.320,0.71,1.060,16,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VEIN,138,10,18,25,5.49,,N,1.30,2.810,0.30,1.480,4,0.05,38,0.01,10,0.04,,missing,missing,,missing,missing
VELOCITY,152,12,38,26,3.32,,N,1.36,2.510,0.09,1.020,2,0.04,missing,missing,missing,missing,,missing,missing,,missing,missing
VELVET,143,13,41,4,5.68,,N,2.00,2.700,0.25,1.040,6,0.01,missing,missing,13,0.04,,missing,missing,,missing,missing
VENOM,112,2,7,2,5.13,,N,1.00,1.040,0.50,1.010,3,0.00,missing,missing,13,0.04,,missing,missing,,missing,missing
VENT,148,8,35,10,missing,T,N,0.43,1.350,0.00,1.000,0,0.02,14,0.00,13,0.01,,missing,missing,,missing,missing
VENUS,151,15,29,11,missing,,N,2.27,2.960,0.46,1.250,9,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VERB,148,10,15,4,3.17,,N,2.60,3.110,0.50,2.160,6,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VERDICT,148,17,32,14,3.80,,N,2.81,5.180,0.25,1.060,4,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VERSE,147,16,36,28,missing,,N,2.54,3.750,0.31,1.080,8,0.03,11,0.05,missing,missing,,missing,missing,,missing,missing
VESSEL,144,11,40,16,5.85,N,N,0.80,2.120,0.30,1.050,3,0.04,6,0.52,13,0.00,,missing,missing,,missing,missing
VEST,140,9,33,4,5.69,,N,3.89,3.440,0.11,1.020,1,0.00,20,0.01,13,0.24,-EST,8,0.01,V---,16,0.01
VET,146,8,18,1,4.81,,N,1.57,3.760,0.00,1.000,0,0.03,19,0.01,13,0.09,,missing,missing,,missing,missing
VETERAN,148,8,33,27,missing,,N,1.25,1.860,0.00,1.000,3,0.03,missing,missing,10,0.04,,missing,missing,,missing,missing
VICE,148,13,36,41,4.09,T,N,missing,missing,missing,missing,3,0.03,15,0.02,15,0.04,,missing,missing,VI--,8,0.18
VICTIM,132,20,47,27,5.49,,N,3.00,4.270,0.18,1.120,10,0.02,17,0.00,19,0.01,,missing,missing,,missing,missing
VICTOR,145,12,22,23,3.23,,N,1.64,4.420,0.09,1.030,2,0.02,missing,missing,19,0.04,,missing,missing,,missing,missing
VICTORY,146,12,41,61,2.93,,N,1.83,3.950,0.50,1.320,10,0.02,missing,missing,19,0.16,,missing,missing,,missing,missing
VICTUAL,79,2,5,1,3.16,,N,missing,missing,missing,missing,0,0.70,missing,missing,missing,missing,,missing,missing,,missing,missing
VIDEO,151,16,31,2,missing,,N,missing,missing,missing,missing,6,0.02,missing,missing,missing,missing,,missing,missing,,missing,missing
VIEW,146,18,48,186,3.75,G,N,1.62,3.670,0.31,1.200,19,0.03,32,0.00,missing,missing,,missing,missing,VI--,8,0.02
VIKING,152,20,60,3,missing,,N,missing,missing,missing,missing,2,0.04,missing,missing,missing,missing,,missing,missing,,missing,missing
VILLAGE,147,15,32,72,6.69,,N,1.85,3.540,0.23,1.090,3,0.13,missing,missing,missing,missing,,missing,missing,,missing,missing
VILLAIN,140,11,23,7,missing,,N,1.30,1.240,0.10,1.060,4,0.03,missing,missing,19,0.01,,missing,missing,,missing,missing
VINE,147,12,22,4,5.93,,N,1.50,2.110,0.25,1.330,4,0.03,21,0.03,15,0.02,-INE,8,0.05,VI--,8,0.20
VINEGAR,145,12,32,9,6.22,,N,0.91,1.950,0.18,1.020,3,0.01,missing,missing,19,0.00,,missing,missing,,missing,missing
VIOLA,153,15,40,11,missing,,N,2.00,3.600,0.14,1.040,3,0.11,missing,missing,missing,missing,,missing,missing,,missing,missing
VIOLATION,150,21,43,17,2.92,,N,2.60,4.510,0.10,1.050,2,0.02,missing,missing,missing,missing,,missing,missing,,missing,missing
VIOLENCE,153,21,52,46,3.15,,N,3.00,4.720,0.05,1.070,6,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VIOLENT,127,24,55,33,2.86,,AJ,1.83,5.050,0.26,1.120,17,0.03,missing,missing,15,0.02,,missing,missing,,missing,missing
VIOLET,144,7,21,7,5.12,,N,2.50,3.210,0.17,1.050,3,0.01,19,0.00,15,0.01,,missing,missing,,missing,missing
VIOLIN,156,12,23,11,6.13,,N,3.33,4.140,0.58,2.050,11,0.01,missing,missing,15,0.01,,missing,missing,,missing,missing
VIRGIN,153,22,47,35,missing,,N,missing,missing,missing,missing,7,0.03,missing,missing,missing,missing,,missing,missing,,missing,missing
VIRTUE,195,22,52,30,1.46,,N,0.95,1.870,0.15,1.250,6,0.11,missing,missing,missing,missing,,missing,missing,,missing,missing
VIRUS,151,13,19,13,5.13,,N,3.83,6.170,0.42,1.210,8,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VISION,184,12,29,56,4.27,,N,2.18,4.630,0.55,1.300,26,0.01,missing,missing,19,0.09,--SION,3,0.37,VIS---,3,0.50
VISIT,147,16,42,109,3.45,,V,1.27,2.390,0.00,1.000,4,0.06,missing,missing,19,0.04,,missing,missing,,missing,missing
VISITOR,148,13,27,13,5.58,,N,1.42,2.100,0.17,1.230,3,0.01,missing,missing,19,0.00,,missing,missing,,missing,missing
VITAMIN,146,14,30,5,missing,,N,missing,missing,missing,missing,9,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VIVID,148,11,44,25,missing,,AJ,1.00,1.490,0.18,1.030,2,0.00,missing,missing,19,0.19,,missing,missing,,missing,missing
VOCABULARY,150,15,30,13,missing,,N,1.82,3.380,0.18,1.050,8,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VODKA,145,17,29,0,5.72,,N,missing,missing,missing,missing,10,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
VOICE,148,16,44,226,5.03,,N,2.64,4.670,0.36,1.280,19,0.05,missing,missing,missing,missing,,missing,missing,,missing,missing
VOID,150,20,54,10,missing,G,N,missing,missing,missing,missing,6,0.07,missing,missing,missing,missing,,missing,missing,,missing,missing
VOLCANO,139,10,19,2,6.83,,N,1.22,2.170,0.44,2.080,10,0.00,35,0.00,missing,missing,,missing,missing,,missing,missing
VOLLEYBALL,151,16,39,1,6.48,,N,4.38,6.850,0.13,1.140,5,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
VOLT,143,14,37,1,4.71,,N,2.54,2.580,0.39,1.150,6,0.09,7,0.01,missing,missing,-OLT,4,0.03,V---,16,0.01
VOLUME,148,18,39,135,5.14,P,N,1.89,4.790,0.00,1.000,4,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VOLUNTEER,149,13,54,9,missing,,N,missing,missing,missing,missing,4,0.03,missing,missing,missing,missing,,missing,missing,,missing,missing
VOMIT,152,16,36,0,missing,,V,missing,missing,missing,missing,10,0.03,missing,missing,missing,missing,,missing,missing,,missing,missing
VOODOO,151,20,37,2,missing,,N,missing,missing,missing,missing,3,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VOTE,156,21,48,75,3.85,,N,2.39,4.460,0.39,2.230,11,0.08,15,0.02,missing,missing,,missing,missing,V---,16,0.03
VOW,154,6,35,2,3.18,,N,2.17,1.640,0.50,1.070,3,0.03,11,0.00,missing,missing,-OW,13,0.02,,missing,missing
VOYAGE,154,11,17,17,missing,,N,2.20,4.070,0.20,1.020,3,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
VULGAR,150,18,50,7,3.35,,AJ,missing,missing,missing,missing,1,0.02,missing,missing,missing,missing,---GAR,4,0.03,,missing,missing
VULNERABLE,142,23,63,14,2.27,,V,1.68,2.730,0.05,1.040,2,0.06,missing,missing,missing,missing,,missing,missing,,missing,missing
WADDING,79,7,21,0,3.94,,N,missing,missing,missing,missing,0,0.51,missing,missing,missing,missing,----ING,55,0.00,,missing,missing
WAFFLES,154,13,35,1,missing,,N,1.44,2.840,0.22,1.150,2,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WAG,150,6,18,0,missing,G,V,0.83,1.370,0.17,1.050,1,0.03,18,0.01,7,0.26,,missing,missing,,missing,missing
WAGE,140,10,19,95,4.33,,N,2.00,3.500,0.22,1.190,2,0.00,9,0.04,missing,missing,-AGE,5,0.05,WA--,14,0.01
WAGER,165,5,22,3,3.69,,N,1.20,2.200,0.20,1.070,1,0.12,5,0.28,missing,missing,--GER,7,0.03,WA---,10,0.02
WAGON,148,13,28,55,6.18,,N,1.38,2.210,0.23,1.210,14,0.01,2,0.22,7,0.04,,missing,missing,WA---,7,0.04
WAIST,94,14,31,11,5.66,,N,1.43,3.910,0.21,1.220,4,0.07,21,0.02,missing,missing,,missing,missing,WA---,10,0.03
WAIT,147,19,47,94,3.09,,V,1.84,4.260,0.21,1.160,15,0.04,25,0.01,missing,missing,-AIT,3,0.27,WA--,14,0.15
WAITER,148,12,33,10,6.65,,N,1.91,2.480,0.27,1.770,10,0.01,16,0.02,missing,missing,,missing,missing,,missing,missing
WAITRESS,151,14,38,2,missing,,N,2.00,3.580,0.39,1.490,9,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WAKE,151,18,41,23,missing,G,V,1.71,5.150,0.18,1.030,5,0.01,20,0.05,missing,missing,-AKE,9,0.06,WA--,14,0.11
WALK,129,12,33,100,4.28,,V,missing,missing,missing,missing,59,0.08,11,0.08,6,0.35,--LK,11,0.14,WA--,14,0.06
WALKER,148,23,61,17,missing,T,N,missing,missing,missing,missing,4,0.03,missing,missing,missing,missing,---KER,25,0.02,,missing,missing
WALKWAY,149,17,51,1,missing,,N,1.94,3.670,0.13,1.190,5,0.04,missing,missing,missing,missing,,missing,missing,,missing,missing
WALL,156,23,53,160,5.85,,N,1.52,3.630,0.38,1.620,44,0.03,15,0.00,6,0.24,-ALL,7,0.03,WA--,14,0.17
WALLET,146,10,17,6,5.71,,N,1.11,1.500,0.33,1.270,6,0.00,missing,missing,7,0.00,,missing,missing,,missing,missing
WALNUT,147,15,35,11,6.38,,N,2.14,4.350,0.07,1.040,1,0.05,missing,missing,missing,missing,,missing,missing,,missing,missing
WALRUS,152,16,44,1,6.16,,N,1.50,2.730,0.07,1.030,1,0.01,missing,missing,6,0.02,,missing,missing,,missing,missing
WAND,148,11,27,1,missing,,N,missing,missing,missing,missing,3,0.05,15,0.05,missing,missing,,missing,missing,,missing,missing
WANDER,180,17,42,8,3.12,,V,missing,missing,missing,missing,6,0.04,5,0.39,6,0.01,,missing,missing,,missing,missing
WANT,180,9,32,329,2.95,,V,1.78,1.570,0.67,3.220,33,0.03,11,0.06,missing,missing,,missing,missing,WA--,14,0.06
WANTED,151,15,46,226,missing,,V,missing,missing,missing,missing,5,0.01,missing,missing,missing,missing,,missing,missing,W--TED,4,0.71
WAR,196,19,46,464,4.73,,N,2.18,2.700,0.24,2.020,72,0.02,28,0.03,missing,missing,-AR,8,0.09,W--,16,0.02
WARD,79,14,25,25,4.25,,N,missing,missing,missing,missing,1,0.04,15,0.00,missing,missing,-ARD,6,0.02,,missing,missing
WARDROBE,150,4,20,9,missing,,N,1.50,1.590,0.25,1.030,2,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WAREHOUSE,140,12,38,8,missing,,N,0.64,1.170,0.18,1.090,2,0.06,missing,missing,missing,missing,,missing,missing,,missing,missing
WARM,165,11,26,67,4.00,,AJ,2.18,3.530,0.82,1.710,54,0.00,6,0.48,missing,missing,-ARM,3,0.12,,missing,missing
WARMER,148,15,32,4,missing,,AJ,missing,missing,missing,missing,3,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WARMTH,145,12,34,28,4.03,,N,1.75,3.740,0.17,1.020,7,0.02,missing,missing,missing,missing,,missing,missing,,missing,missing
WARN,180,24,61,11,3.07,,V,1.95,4.080,0.05,1.030,1,0.08,12,0.09,missing,missing,-ARN,5,0.01,,missing,missing
WARNING,147,22,48,44,3.55,,N,1.45,3.060,0.20,1.190,6,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WARRIOR,145,13,35,5,5.13,,N,1.92,2.510,0.25,1.060,5,0.03,missing,missing,missing,missing,,missing,missing,,missing,missing
WART,132,22,32,11,missing,,N,1.65,5.650,0.20,1.150,6,0.02,19,0.21,6,0.00,,missing,missing,,missing,missing
WARY,143,17,38,7,3.09,,AJ,1.93,4.380,0.07,1.030,1,0.22,8,0.02,missing,missing,,missing,missing,,missing,missing
WASH,148,14,29,37,4.20,N,V,1.43,4.040,0.50,1.180,39,0.01,missing,missing,missing,missing,--SH,15,0.03,WA--,14,0.05
WASHCLOTH,146,14,21,0,missing,,N,3.69,5.010,0.08,1.090,1,0.01,4,0.00,6,0.00,,missing,missing,,missing,missing
WASHER,139,6,12,2,missing,G,N,0.33,1.120,0.83,1.690,11,0.01,missing,missing,6,0.00,,missing,missing,,missing,missing
WASP,148,10,22,2,6.33,,N,2.56,4.120,0.33,1.220,3,0.03,missing,missing,missing,missing,,missing,missing,WA--,14,0.08
WASTE,181,19,50,35,3.76,T,V,1.31,3.280,0.25,1.090,22,0.07,21,0.16,missing,missing,-ASTE,5,0.25,WA---,10,0.08
WASTED,147,21,55,16,3.02,,AJ,0.95,2.960,0.11,1.070,4,0.01,missing,missing,missing,missing,,missing,missing,W--TED,4,0.02
WATCH,165,14,27,81,4.63,N,V,1.79,4.480,0.57,2.260,45,0.01,7,0.27,6,0.01,-ATCH,7,0.10,WA---,10,0.05
WATER,138,18,49,442,6.27,,N,2.00,3.990,0.94,4.770,276,0.05,missing,missing,6,0.09,,missing,missing,WA---,9,0.58
WATERFALL,148,14,56,2,missing,,N,missing,missing,missing,missing,0,0.02,missing,missing,missing,missing,,missing,missing,,missing,missing
WATT,152,10,21,2,missing,,N,3.38,3.440,0.38,1.090,3,0.01,missing,missing,missing,missing,,missing,missing,WA--,14,0.03
WAVE,138,13,27,46,4.68,T,N,1.80,3.270,0.50,1.150,20,0.02,16,0.02,missing,missing,-AVE,8,0.09,WA--,14,0.15
WAVES,127,8,16,46,4.68,,N,3.50,5.140,0.38,1.220,6,0.01,missing,missing,missing,missing,,missing,missing,WA---,9,0.02
WAX,151,13,29,14,5.47,N,N,0.50,1.380,0.50,1.380,10,0.02,21,0.05,7,0.25,-AX,5,0.18,W--,16,0.02
WAY,145,14,35,909,2.61,,N,1.00,3.000,0.46,1.730,37,0.06,26,0.03,missing,missing,--Y,24,0.01,W--,16,0.10
WEAK,140,11,39,32,3.47,,AJ,1.18,1.870,0.64,2.480,38,0.02,23,0.01,missing,missing,-E-K,16,0.04,,missing,missing
WEAKNESS,198,23,66,46,2.29,,N,1.52,5.090,0.05,1.330,2,0.04,missing,missing,missing,missing,,missing,missing,,missing,missing
WEALTH,182,11,50,22,3.28,,N,2.18,4.490,0.64,1.280,25,0.04,missing,missing,missing,missing,-EALTH,2,0.04,WEA---,7,0.17
WEAPON,147,7,27,42,6.38,,N,1.57,1.160,0.29,1.040,14,0.03,missing,missing,missing,missing,,missing,missing,WEA---,7,0.27
WEAR,148,16,39,36,3.46,N,V,missing,missing,missing,missing,24,0.03,25,0.00,missing,missing,,missing,missing,,missing,missing
WEARY,152,11,35,17,missing,,AJ,0.80,1.620,0.10,1.010,4,0.03,missing,missing,missing,missing,,missing,missing,,missing,missing
WEATHER,126,13,32,69,4.28,,N,2.46,5.100,0.46,1.490,29,0.02,missing,missing,11,0.01,,missing,missing,,missing,missing
WEAVE,138,18,50,4,4.45,,V,1.00,2.800,0.27,1.250,4,0.04,15,0.06,missing,missing,,missing,missing,,missing,missing
WEB,148,4,13,6,5.57,,N,0.00,0.910,0.33,1.250,2,0.03,missing,missing,11,0.03,,missing,missing,W--,16,0.02
WED,148,11,29,2,3.43,,V,2.20,2.880,0.10,1.080,3,0.05,20,0.02,missing,missing,,missing,missing,W--,16,0.02
WEDDING,138,18,40,32,5.54,,N,1.56,4.970,0.39,1.860,25,0.04,missing,missing,11,0.01,----ING,55,0.00,,missing,missing
WEDNESDAY,147,16,33,35,missing,,N,missing,missing,missing,missing,4,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WEED,127,14,28,1,5.96,,N,1.85,3.850,0.31,1.170,16,0.02,26,0.12,missing,missing,-E-D,21,0.01,W--D,7,0.05
WEEK,148,13,18,275,3.74,,N,1.91,2.990,0.36,1.120,7,0.02,23,0.03,missing,missing,-E-K,16,0.04,,missing,missing
WEEKEND,149,19,38,27,missing,,N,missing,missing,missing,missing,4,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WEEKLY,147,16,39,24,missing,,AJ,missing,missing,missing,missing,4,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WEEP,180,3,12,14,4.32,,V,1.33,1.370,0.33,1.060,1,0.00,14,0.08,missing,missing,,missing,missing,,missing,missing
WEIGH,180,11,33,4,3.54,,V,1.82,3.000,0.09,1.020,2,0.07,26,0.00,missing,missing,,missing,missing,,missing,missing
WEIGHT,147,14,33,91,4.35,,N,1.23,1.390,0.85,2.480,44,0.01,25,0.01,missing,missing,,missing,missing,W-I-HT,1,0.36
WEIGHTS,148,17,29,11,missing,,N,missing,missing,missing,missing,7,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WEIRD,144,15,35,10,2.39,,AJ,3.69,3.900,0.85,2.330,32,0.03,missing,missing,missing,missing,,missing,missing,,missing,missing
WELCOME,150,21,38,50,missing,,AJ,missing,missing,missing,missing,7,0.05,missing,missing,missing,missing,,missing,missing,,missing,missing
WELFARE,198,18,51,53,3.25,G,N,1.47,3.680,0.18,1.050,5,0.02,missing,missing,missing,missing,,missing,missing,,missing,missing
WELL,138,12,21,897,4.57,N,N,1.42,4.770,0.42,1.260,28,0.03,16,0.04,11,0.02,-ELL,7,0.05,,missing,missing
WELL-BEING,146,8,42,9,missing,,N,1.12,1.510,0.00,1.000,1,0.05,missing,missing,missing,missing,,missing,missing,,missing,missing
WEST,127,6,13,235,4.03,,N,0.67,1.160,0.67,2.010,12,0.01,20,0.05,11,0.08,-E-T,18,0.01,,missing,missing
WET,148,11,24,53,4.74,,AJ,1.70,2.470,0.80,3.380,63,0.00,19,0.03,11,0.73,-ET,10,0.01,W--,16,0.27
WHALE,97,17,33,0,6.23,,N,1.73,2.960,0.40,1.570,9,0.03,28,0.01,missing,missing,,missing,missing,WH--E,5,0.11
WHAT,138,10,27,1908,2.89,,P,2.75,2.760,0.63,1.390,21,0.04,15,0.01,6,0.00,,missing,missing,,missing,missing
WHEAT,148,17,27,9,5.55,,N,1.67,3.010,0.60,1.900,22,0.01,17,0.01,missing,missing,,missing,missing,,missing,missing
WHEEL,143,14,31,56,5.53,,N,1.17,2.240,0.42,1.550,21,0.01,17,0.01,missing,missing,---EL,17,0.03,,missing,missing
WHEN,152,9,19,2331,2.15,,AD,2.88,3.470,0.63,1.520,9,0.01,12,0.03,11,0.01,--EN,11,0.08,,missing,missing
WHERE,150,12,24,938,2.49,,AD,2.89,4.580,0.67,1.580,7,0.02,missing,missing,missing,missing,,missing,missing,,missing,missing
WHIP,147,14,34,19,5.35,,V,1.07,2.300,0.36,1.290,12,0.01,20,0.01,16,0.14,--IP,12,0.01,,missing,missing
WHISKERS,165,8,17,3,5.41,,N,1.75,3.660,0.13,1.030,3,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WHISKEY,99,15,23,17,6.00,,N,5.14,6.060,0.29,1.330,11,0.03,3,0.27,missing,missing,,missing,missing,,missing,missing
WHISPER,132,16,32,12,4.08,,V,2.47,7.180,0.27,1.120,7,0.00,missing,missing,16,0.00,,missing,missing,,missing,missing
WHISTLE,126,16,49,4,5.58,,V,0.93,2.610,0.14,1.080,7,0.05,6,0.40,missing,missing,,missing,missing,,missing,missing
WHITE,119,8,22,365,4.68,,N,0.88,1.510,0.88,2.200,131,0.01,19,0.00,9,0.04,,missing,missing,WH--E,5,0.29
WHO,144,11,21,2252,2.28,,P,2.10,3.640,0.40,1.750,8,0.28,32,0.05,missing,missing,,missing,missing,W--,16,0.03
WHOLE,148,16,33,309,3.58,,AJ,1.88,4.410,0.44,1.710,14,0.01,19,0.01,missing,missing,,missing,missing,,missing,missing
WHOM,148,10,33,146,missing,,P,missing,missing,missing,missing,1,0.02,17,0.03,missing,missing,,missing,missing,,missing,missing
WHY,145,6,14,404,2.63,,AD,1.50,1.510,0.67,2.090,14,0.01,25,0.01,9,0.40,--Y,24,0.01,W--,16,0.03
WICK,145,3,13,4,5.45,,N,0.67,1.210,0.33,1.050,1,0.06,21,0.03,16,0.04,,missing,missing,,missing,missing
WICKED,147,11,21,9,missing,,AJ,1.70,2.520,0.20,1.080,4,0.05,missing,missing,16,0.01,,missing,missing,,missing,missing
WICKER,148,9,20,4,5.84,,N,1.29,2.280,0.14,1.040,1,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WIDE,145,15,40,125,3.44,,AJ,1.47,2.430,0.27,1.920,8,0.01,25,0.02,9,0.27,-IDE,6,0.07,WI-E,6,0.09
WIDOW,148,13,27,26,missing,,N,1.50,4.150,0.00,1.000,0,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WIDTH,140,10,24,19,missing,,N,1.89,2.540,0.33,1.380,4,0.02,missing,missing,16,0.03,,missing,missing,,missing,missing
WIFE,127,8,24,228,5.80,,N,1.88,1.750,0.50,2.210,15,0.00,5,0.06,missing,missing,-IFE,3,0.31,WI-E,6,0.24
WIGGLE,147,19,38,1,3.83,,V,missing,missing,missing,missing,3,0.00,4,0.33,missing,missing,,missing,missing,,missing,missing
WIGWAM,150,10,34,0,6.83,,N,0.57,0.720,0.00,1.000,1,0.20,missing,missing,missing,missing,,missing,missing,,missing,missing
WILD,124,15,55,56,3.72,,AJ,missing,missing,missing,missing,35,0.04,14,0.30,9,0.01,,missing,missing,W--D,7,0.39
WILDERNESS,148,12,45,11,missing,,N,1.82,1.850,0.27,1.070,8,0.01,20,0.00,16,0.00,,missing,missing,,missing,missing
WILL,145,12,38,2244,2.65,W,N,missing,missing,missing,missing,17,0.01,15,0.10,16,0.00,-ILL,11,0.12,,missing,missing
WILLING,132,16,47,69,missing,,AJ,missing,missing,missing,missing,7,0.03,25,0.00,16,0.00,,missing,missing,,missing,missing
WIMP,130,15,44,0,missing,,N,missing,missing,missing,missing,8,0.06,9,0.00,16,0.00,,missing,missing,,missing,missing
WIN,148,7,23,55,2.88,,V,0.50,1.450,0.83,1.930,59,0.02,18,0.06,16,0.04,-IN,7,0.05,W--,16,0.12
WIND,148,19,41,63,5.40,N,N,1.50,3.200,0.50,2.470,36,0.00,missing,missing,16,0.01,-IND,7,0.07,W--D,7,0.16
WINDING,148,17,48,9,missing,,AJ,missing,missing,missing,missing,2,0.05,missing,missing,9,0.01,,missing,missing,,missing,missing
WINDOW,156,14,24,119,6.27,,N,1.14,2.740,0.71,3.240,33,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WINDSHIELD,152,10,14,0,missing,,N,missing,missing,missing,missing,4,0.00,missing,missing,missing,missing,,missing,missing,,missing,missing
WINE,180,22,41,72,6.40,,N,1.74,3.620,0.53,1.770,33,0.02,21,0.09,9,0.03,-INE,8,0.16,WI-E,6,0.15
WINGS,147,8,20,27,5.82,,N,1.38,2.270,0.75,1.280,18,0.01,missing,missing,missing,missing,,missing,missing,,missing,missing
WINNER,140,10,22,8,4.08,,N,0.50,1.040,0.40,2.030,19,0.01,missing,missing,16,0.00,--NNER,8,0.10,,missing,missing
WINTER,94,4,13,83,5.83,,N,1.00,1.410,1.00,1.470,19,0.01,missing,missing,16,0.02,,missing,missing,,missing,missing
